"NULL","st. john of god hospital","stillorgan"
"NULL","st. joseph's hospital","dublin"
"NULL","st. loman's hospital","palmerstown"
"NULL","st. mary's hospital (baldoyle)","baldoyle"
"NULL","NULL","NULL"
"NULL","st. mary's hospital (phoenix park)","phoenix park"
"NULL","st. michael's hospital","dun laoghaire"
"NULL","st. patrick's hospital","dublin 8"
"NULL","st. paul's hospital","dublin"
"NULL","st. vincent's psychiatric hospital","fairview"
"NULL","st. vincent's private hospital","merrion road"
"NULL","st. vincent's university hospital","elm park"
"NULL","tallaght hospital","tallaght"
"NULL","upmc beacon hospital","sandyford"
"county galway","bon secours hospital","galway"
"NULL","NULL","NULL"
"NULL","galway clinic","galway"
"NULL","merlin park regional hospital","galway"
"NULL","portiuncula hospital","ballinasloe"
"NULL","university college hospital galway","galway"
"county kerry","bon secours hospital","tralee"
"NULL","cahersiveen community hospital (st. anne's)","cahersiveen"
"NULL","dingle community hospital (st. elizabeth's)","dingle"
"NULL","kenmare community hospital","kenmare"
"NULL","killarney community hospital","killarney"
"NULL","listowel community hospital","listowel"
"NULL","st. finan's hospital","killarney"
"NULL","tralee general hospital","tralee"
"county kildare","clane hospital","clane"
"NULL","naas general hospital","naas"
"NULL","st. vincent's hospital","athy"
"county kilkenny","aut even hospital","kilkenny"
"NULL","castlecomer district hospital","castlecomer"
"NULL","lourdes regional orthopaedic hospital","kilcreene"
"NULL","st. canice's psychiatric hospital","kilkenny"
"NULL","st. luke's general hospital","kilkenny"
"county laois","midland regional hospital","portlaoise"
"county leitrim","our lady's hospital","manorhamilton"
"county limerick","barringtons hospital","limerick"
"NULL","mid-western regional hospital","limerick"
"NULL","mid-western regional orthopaedic hospital","croom"
"NULL","st. camillus' geriatric hospital","limerick"
"NULL","st. john's hospital (limerick)","NULL"
"NULL","st. munchins maternity hospital","limerick"
"county louth","louth county hospital","dundalk"
"NULL","our lady of lourdes hospital","drogheda"
"NULL","st. brigid's psychiatric hospital","ardee"
"county mayo","mayo general hospital","castlebar"
"NULL","ballina district hospital","ballina"
"NULL","swinford district hospital","swinford"
"NULL","belmullet district hospital","belmullet"
"county meath","our lady's hospital","navan"
"NULL","st. joseph's hospital","trim"
"county monaghan","monaghan hospital","monaghan"
"county offaly","birr district hospital","birr"
"NULL","midland regional hospital","tullamore"
"county roscommon","roscommon county hospital roscommon","NULL"
"NULL","sacred heart hospital roscommon","NULL"
"county sligo","sligo general hospital","sligo"
"NULL","st. john's community hospital","sligo"
"NULL","st. joseph's hospital","sligo"
"county tipperary","mid-western regional hospital","nenagh"
"NULL","south tipperary general hospital","clonmel"
"NULL","st. brigid's district hospital","carrick on suir"
"county waterford","st. joseph's hospital","dungarvan"
"NULL","st. otteran's psychiatric hospital","waterford"
"NULL","st. vincent's district hospital","dungarvan"
"NULL","waterford regional hospital","waterford"
"county westmeath","midland regional hospital","mullingar"
"NULL","st. loman's psychiatric hospital","mullingar"
"NULL","st. mary's hospital (mullingar)","mullingar"
"NULL","saint francis private hospital","mullingar"
"county wexford","ely hospital","wexford"
"NULL","gorey district hospital","gorey"
"NULL","new houghton hospital","new ross"
"NULL","st john's hospital","enniscorthy"
"NULL","st senan's psychiatric hospital","enniscorthy"
"NULL","wexford general hospital","wexford"
"county wicklow","st. vincent's hospital","wicklow"
