"hermit thrush","catharus","guttatus","lc","&nbsp;"
"wood thrush","hylocichla","mustelina","lc","&nbsp;"
"american robin","turdus","migratorius","lc","&nbsp;"
"house sparrow","passer","domesticus","lc","&nbsp;"
"scaly-breasted munia","lonchura","punctulata","lc","hawaii"
"black-headed munia","lonchura","malacca","lc","hawaii"
"buff-bellied pipit","anthus","rubescens","lc","&nbsp;"
"pine siskin","carduelis","pinus","lc","&nbsp;"
"american goldfinch","carduelis","tristis","lc","&nbsp;"
"lesser goldfinch","carduelis","psaltria","lc","&nbsp;"
"common redpoll","carduelis","flammea","lc","&nbsp;"
"purple finch","carpodacus","purpureus","lc","&nbsp;"
"cassin's finch","carpodacus","cassinii","nt","&nbsp;"
"house finch","carpodacus","mexicanus","lc","&nbsp;"
"pine grosbeak","pinicola","enucleator","lc","&nbsp;"
"red crossbill","loxia","curvirostra","lc","&nbsp;"
"two-barred crossbill","loxia","leucoptera","lc","&nbsp;"
"evening grosbeak","hesperiphona","vespertina","lc","&nbsp;"
"golden-winged warbler","vermivora","chrysoptera","nt","&nbsp;"
"blue-winged warbler","vermivora","pinus","lc","&nbsp;"
"tennessee warbler","vermivora","peregrina","lc","&nbsp;"
"orange-crowned warbler","vermivora","celata","lc","&nbsp;"
"nashville warbler","vermivora","ruficapilla","lc","&nbsp;"
"virginia's warbler","vermivora","virginiae","lc","&nbsp;"
"northern parula","parula","americana","lc","&nbsp;"
"chestnut-sided warbler","dendroica","pensylvanica","lc","&nbsp;"
"american yellow warbler","dendroica","petechia","lc","&nbsp;"
"blackpoll warbler","dendroica","striata","lc","&nbsp;"
"bay-breasted warbler","dendroica","castanea","lc","&nbsp;"
"blackburnian warbler","dendroica","fusca","lc","&nbsp;"
"magnolia warbler","dendroica","magnolia","lc","&nbsp;"
"cape may warbler","dendroica","tigrina","lc","&nbsp;"
"black-throated blue warbler","dendroica","caerulescens","lc","&nbsp;"
"yellow-rumped warbler","dendroica","coronata","lc","&nbsp;"
"black-throated grey warbler","dendroica","nigrescens","lc","&nbsp;"
"black-throated green warbler","dendroica","virens","lc","&nbsp;"
"townsend's warbler","dendroica","townsendi","lc","&nbsp;"
"yellow-throated warbler","dendroica","dominica","lc","&nbsp;"
"pine warbler","dendroica","pinus","lc","&nbsp;"
"kirtland's warbler","dendroica","kirtlandii","nt","&nbsp;"
"palm warbler","dendroica","palmarum","lc","&nbsp;"
"black-and-white warbler","mniotilta","varia","lc","&nbsp;"
"american redstart","setophaga","ruticilla","lc","&nbsp;"
"prothonotary warbler","protonotaria","citrea","lc","&nbsp;"
"worm-eating warbler","helmitheros","vermivorus","lc","&nbsp;"
"ovenbird","seiurus","aurocapillia","lc","&nbsp;"
"northern waterthrush","seiurus","noveboracensis","lc","&nbsp;"
"louisiana waterthrush","seiurus","motacilla","lc","&nbsp;"
"kentucky warbler","oporornis","formosus","lc","&nbsp;"
"connecticut warbler","oporornis","agilis","lc","&nbsp;"
"mourning warbler","oporornis","philadelphia","lc","&nbsp;"
"macgillivray's warbler","oporornis","tolmiei","lc","&nbsp;"
"common yellowthroat","geothlypis","trichas","lc","&nbsp;"
"hooded warbler","wilsonia","citrina","lc","&nbsp;"
"wilson's warbler","wilsonia","pusilla","lc","&nbsp;"
"canada warbler","wilsonia","canadensis","lc","&nbsp;"
"yellow-breasted chat","icteria","virens","lc","&nbsp;"
"orchard oriole","icterus","spurius","lc","&nbsp;"
"hooded oriole","icterus","cucullatus","lc","&nbsp;"
"baltimore oriole","icterus","galbula","lc","&nbsp;"
"bullock's oriole","icterus","bullockii","lc","&nbsp;"
"bronzed cowbird","molothrus","aeneus","lc","&nbsp;"
"brown-headed cowbird","molothrus","ater","lc","&nbsp;"
"red-winged blackbird","agelaius","phoenicus","lc","&nbsp;"
"rusty blackbird","euphagus","carolinus","vu","&nbsp;"
"brewer's blackbird","euphagus","cyanocephalus","lc","&nbsp;"
"common grackle","quiscalus","quiscula","lc","&nbsp;"
"great-tailed grackle","quiscalus","mexicanus","lc","&nbsp;"
"greater antillean grackle","quiscalus","niger","lc","p. r.&nbsp;"
"eastern meadowlark","sturnella","magna","lc","&nbsp;"
"snow bunting","plectrophenax","nivalis","lc","&nbsp;"
"fox sparrow","passerella","iliaca","lc","&nbsp;"
"song sparrow","melospiza","melodia","lc","&nbsp;"
"lincoln's sparrow","melospiza","lincolnii","lc","&nbsp;"
"swamp sparrow","melospiza","georgiana","lc","&nbsp;"
"harris's sparrow","zonotrichia","querula","lc","&nbsp;"
"white-crowned sparrow","zonotrichia","leucophrys","lc","&nbsp;"
"white-throated sparrow","zonotrichia","albicollis","lc","&nbsp;"
"golden-crowned sparrow","zonotrichia","atricapilla","lc","&nbsp;"
"dark-eyed junco","junco","hyemalis","lc","&nbsp;"
"yellow-eyed junco","junco","phaeonotus","lc","&nbsp;"
"savannah sparrow","passerculus","sandwichensis","lc","&nbsp;"
"nelson's sparrow","ammodramus","nelsoni","lc","&nbsp;"
"leconte's sparrow","ammodramus","leconteii","lc","&nbsp;"
"grasshopper sparrow","ammodramus","savannarum","lc","&nbsp;"
"american tree sparrow","spizella","arborea","lc","&nbsp;"
"chipping sparrow","spizella","passerina","lc","&nbsp;"
"field sparrow","spizella","pusilla","lc","&nbsp;"
"black-chinned sparrow","spizella","atrogularis","lc","&nbsp;"
"clay-colored sparrow","spizella","pallida","lc","&nbsp;"
"brewer's sparrow","spizella","breweri","nt","&nbsp;"
"lark sparrow","chondestes","grammacus","lc","&nbsp;"
"black-throated sparrow","amphispiza","bilineata","lc","&nbsp;"
"cassin's sparrow","aimophila","cassinii","lc","&nbsp;"
"green-tailed towhee","pipilo","chlorurus","lc","&nbsp;"
"spotted towhee","pipilo","maculatus","lc","&nbsp;"
"eastern towhee","pipilo","erythrophthalmus","lc","&nbsp;"
"canyon towhee","pipilo","fuscus","lc","&nbsp;"
"california towhee","pipilo","crissalis","lc","&nbsp;"
"red-crested cardinal","paroaria","coronata","lc","hawaii"
"black-faced grassquit","tiaris","bicolor","lc","p. r."
"summer tanager","piranga","rubra","lc","&nbsp;"
"scarlet tanager","piranga","olivacea","lc","&nbsp;"
"western tanager","piranga","ludoviciana","lc","&nbsp;"
"dickcissel","spiza","americana","lc","&nbsp;"
"rose-breasted grosbeak","pheucticus","ludovicianus","lc","&nbsp;"
"black-headed grosbeak","pheucticus","melanocephalus","lc","&nbsp;"
"northern cardinal","cardinalis","cardinalis","lc","&nbsp;"
"pyrrhuloxia","cardinalis","sinuatus","lc","&nbsp;"
"blue grosbeak","passerina","caerulea","lc","&nbsp;"
"indigo bunting","passerina","cyanea","lc","&nbsp;"
"lazuli bunting","passerina","amoena","lc","&nbsp;"
"painted bunting","passerina","ciris","nt","&nbsp;"
