"zl","regional express airlines","webcheckin","reisegep&auml;ck"
"rh","robin hood aviation","webcheckin","reisegep&auml;ck"
"fv","rossiya airlines","webcheckin","reisegep&auml;ck"
"at","royal air maroc","webcheckin","reisegep&auml;ck"
"bi","royal brunei airlines","webcheckin","reisegep&auml;ck"
"rj","royal jordanian airline","webcheckin","reisegep&auml;ck"
"fr","ryanair","webcheckin","reisegep&auml;ck"
"s7","s7 airlines","webcheckin","reisegep&auml;ck"
"sk","sas scandinavian airlines","webcheckin","reisegep&auml;ck"
"s4","sata international","webcheckin","reisegep&auml;ck"
"sv","saudi arabian airlines","webcheckin","reisegep&auml;ck"
"zh","shenzhen airlines","webcheckin","reisegep&auml;ck"
"mi","silk air","webcheckin","reisegep&auml;ck"
"sq","singapore airlines","webcheckin","reisegep&auml;ck"
"xw","sky express","webcheckin","reisegep&auml;ck"
"sx","sky work airlines","webcheckin","reisegep&auml;ck"
"qs","smartwings","webcheckin","reisegep&auml;ck"
"sa","south african airways","webcheckin","reisegep&auml;ck"
"wn","southwest airlines","webcheckin","reisegep&auml;ck"
"jk","spanair","webcheckin","reisegep&auml;ck"
"sg","spicejet","webcheckin","reisegep&auml;ck"
"nk","spirit airlines","webcheckin","reisegep&auml;ck"
"ul","srilankan airlines","webcheckin","reisegep&auml;ck"
"sy","sun country airlines","webcheckin","reisegep&auml;ck"
"2u","sun d or","webcheckin","reisegep&auml;ck"
"xq","sun express","webcheckin","reisegep&auml;ck"
"wg","sunwing airlines","webcheckin","reisegep&auml;ck"
"lx","swiss international air lines","webcheckin","reisegep&auml;ck"
"dt","taag angola airways","webcheckin","reisegep&auml;ck"
"ta","taca","webcheckin","reisegep&auml;ck"
"jj","tam linhas aereas","webcheckin","reisegep&auml;ck"
"tp","tap portugal","webcheckin","reisegep&auml;ck"
"ro","tarom","webcheckin","reisegep&auml;ck"
"tg","thai airways international","webcheckin","reisegep&auml;ck"
"fq","thomas cook airlines","webcheckin","reisegep&auml;ck"
"mt","thomas cook belgium","webcheckin","reisegep&auml;ck"
"by","thomsonfly","webcheckin","reisegep&auml;ck"
"tr","tiger airways","webcheckin","reisegep&auml;ck"
"un","transaero airlines","webcheckin","reisegep&auml;ck"
"hv","transavia","webcheckin","reisegep&auml;ck"
"t4","trip linhas aereas","webcheckin","reisegep&auml;ck"
"x3","tuifly","webcheckin","reisegep&auml;ck"
"tu","tunisair","webcheckin","reisegep&auml;ck"
"tk","turkish airlines","webcheckin","reisegep&auml;ck"
"ps","ukraine international airlines","webcheckin","reisegep&auml;ck"
"u6","ural airlines","webcheckin","reisegep&auml;ck"
"us","us airways","webcheckin","reisegep&auml;ck"
"ut","utair","webcheckin","reisegep&auml;ck"
"hy","uzbekistan airways","webcheckin","reisegep&auml;ck"
"vn","vietnam airlines","webcheckin","reisegep&auml;ck"
"vx","virgin america","webcheckin","reisegep&auml;ck"
"vs","virgin atlantic airways","webcheckin","reisegep&auml;ck"
"dj","virgin blue airlines","webcheckin","reisegep&auml;ck"
"vg","vlm airlines","webcheckin","reisegep&auml;ck"
"y4","volaris","webcheckin","reisegep&auml;ck"
"vy","vueling","webcheckin","reisegep&auml;ck"
"wh","webjet-linhas aereas","webcheckin","reisegep&auml;ck"
"2w","welcome air","webcheckin","reisegep&auml;ck"
"ws","westjet airlines","webcheckin","reisegep&auml;ck"
"wm","win air","webcheckin","reisegep&auml;ck"
"iv","wind jet","webcheckin","reisegep&auml;ck"
"w6","wizz air","webcheckin","reisegep&auml;ck"
"iy","yemen airways","webcheckin","reisegep&auml;ck"
