"&nbsp;","dear america: letters from vietnam","1988","couturi&eacute; bill","20090820"
"&nbsp;","children of men","2006","cuaron alfonso","20070121"
"&nbsp;","love actually","2003","curtis richard","20071130"
"&nbsp;","mildred pierce","1945","curtiz michael","20110330"
"&nbsp;","romance on the high seas","1948","curtiz michael","20111109"
"&nbsp;","amreeka","2009","dabis cherien","20100225"
"&nbsp;","shawshank redemption","1994","darabont frank","20100826"
"&nbsp;","hearts and minds","1974","davis peter","20101027"
"&nbsp;","little miss sunshine","2006","dayton jonathan","20070223"
"&nbsp;","city island","2009","de felitta raymond","20110914"
"&nbsp;","rachel getting married","2008","demme jonathan","20090702"
"&nbsp;","swing shift","1984","demme jonathan","20080530"
"&nbsp;","beautiful girls","1996","demme ted","20071102"
"&nbsp;","the good shepherd","2006","deniro robert","20070413"
"&nbsp;","the day the earth stood still","2008","derrickson scott","20091112"
"&nbsp;","the replacements","2000","deutch howard","20070831"
"&nbsp;","the lives of others","2006","donnersmarck f.h.","20070914"
"&nbsp;","main street","2010","doyle john","20120125"
"&nbsp;","the thorn birds","1983","duke daryl","20110105"
"&nbsp;","the apostle","1997","duvall robert","20100929"
"&nbsp;","the great waltz","1938","duvivier julien","20090115"
"&nbsp;","the bridges of madison county","1995","eastwood clint","20101020"
"&nbsp;","changeling","2008","eastwood clint","20090528"
"&nbsp;","flags of our fathers","2006","eastwood clint","20070212"
"&nbsp;","gran torino","2008","eastwood clint","20090219"
"&nbsp;","heartbreak ridge","1986","eastwood clint","20080516"
"&nbsp;","invictus","2009","eastwood clint","20091231"
"&nbsp;","julie and julia","2009","ephron nora","20110119"
"&nbsp;","sleepless in seattle","1993","ephron nora","20091008"
"&nbsp;","you've got mail","1998","ephron nora","20110921"
"&nbsp;","bobby","2006","estevez emilio","20061212"
"&nbsp;","iron man","2008","favreau jon","20100721"
"&nbsp;","inside job","2010","ferguson charles","20110713"
"&nbsp;","little children","2006","field todd","20070525"
"&nbsp;","cherry","2010","fine jeffrey","20111116"
"&nbsp;","27 dresses","2008","fletcher anne","20080703"
"&nbsp;","the proposal","2009","fletcher anne","20090625"
"&nbsp;","perfect stranger","2007","foley james","20070921"
"&nbsp;","the stepford wives","1975","forbes bryan","20061202"
"&nbsp;","grapes of wrath","1940","ford john","20090423"
"&nbsp;","stranger than fiction","2006","forster marc","20070824"
"&nbsp;","the beaver","2011","foster jodie","20111012"
"&nbsp;","the lookout","2007","frank scott","20070518"
"&nbsp;","the devil wears prada","2006","frankel david","20070719"
"&nbsp;","shooter","2007","fuqua antoine","20071005"
"&nbsp;","grand prix","1966","frankenheimer john","20070713"
"&nbsp;","love song for bobby long","2004","gabel shainee","2009060"
"&nbsp;","interstate 60","2002","gale bob","20110202"
"&nbsp;","glory road","2006","gartner james","20061126"
"&nbsp;","michael clayton","2007","gilroy tony","20071026"
"&nbsp;","the running man","1987","glaser paul michael","20110727"
"&nbsp;","conviction","2010","goldwyn tony","20110615"
"&nbsp;","an inconvenient truth","2006","gore al","20061210"
"&nbsp;","dark victory","1939","goulding edmund","20110511"
"&nbsp;","the green zone","2009","greengrass paul","20100922"
"&nbsp;","rich man poor man","1976","greene david","20101124"
"&nbsp;","the bridge at remagen","1969","guillermin john","20090312"
"&nbsp;","the next three days","2010","haggis paul","20101201"
"&nbsp;","the white ribbon","2009","haneke michael","20111026"
"&nbsp;","twilight","2008","hardwicke catherine","20101215"
"&nbsp;","true grit","1969","hathaway henry","20080411"
"&nbsp;","from the earth to the moon","1998","hanks tom et al","20080803"
"&nbsp;","far from heaven","2002","haynes todd","20080829"
"&nbsp;","clueless","1995","heckerling amy","20090917"
"&nbsp;","bad lieutenant: port of call n. orleans","2009","herzog werner","20100812"
"&nbsp;","dan in real life","2007","hedges peter","20081204"
"&nbsp;","the men who stare at goats","2009","heslov grant","20100428"
"&nbsp;","snow falling on cedars","1999","hicks scott","20090611"
"&nbsp;","geronimo","1993","hill walter","20100623"
"&nbsp;","the americanization of emily","1964","hiller arthur","20110831"
"&nbsp;","the answer man","2009","hindman john","20100728"
"&nbsp;","the invasion","2007","hirschbiegel oliver","20080918"
"&nbsp;","untraceable","2008","hoblit gregory","20080711"
"&nbsp;","croupier","1998","hodges mike","20080307"
"&nbsp;","the king's speech","2010","hooper tom","20110501"
"&nbsp;","last chance harvey","2008","hopkins joel","20090931"
"&nbsp;","angels and demons","2009","howard ron","20090521"
"&nbsp;","apollo 13","1995","howard ron","20071012"
"&nbsp;","the da vinci code","2006","howard ron","20070727"
"&nbsp;","frost/nixon","2008","howard ron","20090827"
"&nbsp;","the outlaw","1943","hughes howard","20100218"
"&nbsp;","the misfits","1961","huston john","20110720"
"&nbsp;","sunshine cleaning","2008","jeffs christine","20091022"
"&nbsp;","overcoming 911 psych resistance","2005","jenkins ken","20080125"
"&nbsp;","the savages","2007","jenkins tamara","20080718"
"&nbsp;","atlas shrugged the movie i","2011","johansson paul","20110420"
"&nbsp;","october sky","1999","johnston joe","20090326"
"&nbsp;","three burials of melquiades estrada","2005","jones tommy lee","20090205"
"&nbsp;","taking chance","2009","katz ross","20091217"
"&nbsp;","a tree grows in brooklyn","1945","kazan elia","20090212"
"&nbsp;","sex and the city","2008","king michael patrick","20080627"
"&nbsp;","sex and the city 2","2010","king michael patrick","20101229"
"&nbsp;","suburban girl","2007","klein marc","20080606"
"&nbsp;","weeds","2005","kohan jenji","20100421"
"&nbsp;","that hamilton woman","1941","korda alexander","20080201"
"&nbsp;","spartacus","1960","kubrick stanley","20110928"
"&nbsp;","music and lyrics","2007","lawrence marc","20070321"
"&nbsp;","brief encounter","1945","lean david","20101110"
"&nbsp;","pay it forward","2000","leder mimi","20101215"
"&nbsp;","wag the dog","1997","levinson barry","20070803"
"&nbsp;","night at the museum","2006","levy shawn","20080118"
"&nbsp;","fair game","2010","liman doug","20110803"
"&nbsp;","picnic","1955","logan joshua","20100902"
"&nbsp;","australia","2008","luhrmann baz","20110209"
"&nbsp;","before the devil knows you're dead","2007","lumet sidney","20080501"
"&nbsp;","network","1976","lumet sidney","20080208"
"&nbsp;","state of play","2009","macdonald kevin","20090430"
"&nbsp;","the last of the mohicans","1992","mann michael","20090409"
"&nbsp;","the flamingo kid","1984","marshall garry","20101103"
"&nbsp;","cadillac records","2008","martin darnell","20090618"
"&nbsp;","an affair to remember","1957","mccarey leo","20100204"
"&nbsp;","the visitor","2007","mccarthy thomas","20081218"
"&nbsp;","win win","2011","mccarthy thomas","20120202"
"&nbsp;","talladega nights","2006","mckay adam","20070316"
"&nbsp;","v for vendetta","2005","mcteigue james","20070622"
"&nbsp;","the passion of ayn rand","1999","menaul christopher","20100114"
"&nbsp;","american beauty","1999","mendes sam","20080229"
"&nbsp;","revolutionary road","2008","mendes sam","20090716"
"&nbsp;","it's complicated","2009","meyers nancy","20101006"
"&nbsp;","martian child","2007","meyjes menno","20080314"
"&nbsp;","executive action","1973","miller david","20111221"
"&nbsp;","the girl from petrovka","1974","miller robert ellis","20110706"
"&nbsp;","gigi","1958","minnelli vincente","20110223"
"&nbsp;","sicko","2007","moore michael","20090416"
"&nbsp;","how to make an american quilt","1995","moorhouse jocelyn","20080912"
"&nbsp;","the pursuit of happyness","2006","muccino gabriele","20070608"
"&nbsp;","eat pray love","2010","murphy ryan","20111228"
"&nbsp;","miss pettigrew lives for a day","2008","nalluri bharat","20090507"
"&nbsp;","selena","1997","nava gregory","20071214"
"&nbsp;","charlie wilson's war","2007","nichols mike","20080425"
"&nbsp;","the graduate","1967","nichols mike","20100915"
"&nbsp;","postcards from the edge","1990","nichols mike","20070118"
"&nbsp;","dark knight","2008","nolan christopher","20080808"
"&nbsp;","ulee's gold","1997","nunez victor","20070420"
"&nbsp;","who killed the electric car?","2005","paine chris","20061125"
"&nbsp;","ayn rand: a sense of life","1997","paxton michael","20100107"
"&nbsp;","sideways","2004","payne alexander","20100401"
"&nbsp;","stop-loss","2008","peirce kimberly","20090806"
"&nbsp;","lifeguard","1976","petrie daniel","20111123"
"&nbsp;","charlie bartlett","2007","poll jon","20081106"
"&nbsp;","ghost writer","2010","polanski roman","20110216"
"&nbsp;","they shoot horses don't they","1970","pollack sydney","20091119"
"&nbsp;","the legend of bagger vance","2000","redford robert","20081226"
"&nbsp;","the third man","1949","reed carol","20101208"
"&nbsp;","the bucket list","2007","reiner rob","20080620"
"&nbsp;","a few good men","1992","reiner rob","20070601"
"&nbsp;","up in the air","2009","reitman jason","20100708"
"&nbsp;","spy who came in from the cold","1965","ritt martin","20090903"
"&nbsp;","bob roberts","1992","robbins tim","20061119"
"&nbsp;","walkabout","1971","roeg nicolas","20110209"
"&nbsp;","pleasantville","1998","ross gary","20070907"
"&nbsp;","bonneville","2006","rowley christopher","20090730"
"&nbsp;","the fighter","2010","russell david o.","20110406"
"&nbsp;","the ultimate gift","2007","sajbel michael","20080822"
"&nbsp;","follow the fleet","1936","sandrich mark","20070810"
"&nbsp;","colossus: the forbin project","1970","sargent joseph","20110413"
"&nbsp;","lone star","1996","sayles john","20070124"
"&nbsp;","get low","2009","schneider aaron","20110316"
"&nbsp;","the aviator","2004","scorsese martin","20070629"
"&nbsp;","the departed","2006","scorcese martin","20070615"
"&nbsp;","robin hood","2010","scott ridley","20110112"
"&nbsp;","enemy of the state","1998","scott tony","20070406"
"&nbsp;","war inc.","2008","seftel joshua","20081030"
"&nbsp;","evan almighty","2007","shadyac tom","20071019"
"&nbsp;","hairspray","2007","shankman adam","20070817"
"&nbsp;","waitress","2007","shelly adrienne","20080215"
"&nbsp;","the happening","2008","shyamalan m. night","20081127"
"&nbsp;","imitation of life","1959","sirk douglas","20111130"
"&nbsp;","rv","2006","sonnenberg barry","20061118"
"&nbsp;","imitation of life (1934)","1934","stahl john","20111207"
"&nbsp;","wall-e","2008","stanton andrew","20081120"
"&nbsp;","forgetting sarah marshall","2008","stoller nicholas","20081010"
"&nbsp;","jfk","1991","stone oliver","20081113"
"&nbsp;","w.","2008","stone oliver","20090305"
"&nbsp;","grace is gone","2008","strouse james","20081016"
"&nbsp;","fool's gold","2008","tennant andy","20080703"
"&nbsp;","out of the past","1947","tourneur jacques","20091015"
"&nbsp;","silent running","1972","trumbull douglas","20101013"
"&nbsp;","the international","2009","tykwer tom","20090723"
"&nbsp;","city slickers","1991","underwood ron","20110824"
"&nbsp;","good will hunting","1997","van sant gus","20090402"
"&nbsp;","milk","2008","van zant gus","20090709"
"&nbsp;","black book","2006","verhoeven paul","20071123"
"&nbsp;","gilda","1946","vidor charles","20100211"
"&nbsp;","the matrix","1999","wachowski a and l","20070330"
"&nbsp;","secretariat","2010","wallace randall","20110907"
"&nbsp;","the great debaters","2007","washington denzel","20080523"
"&nbsp;","(500) days of summer","2009","webb marc","20100311"
"&nbsp;","the way back","2010","weir peter","20110608"
"&nbsp;","a better life","2011","weitz chris","20111116"
"&nbsp;","the company men","2010","wells john","20110810"
"&nbsp;","lost weekend","1945","wilder billy","20110427"
"&nbsp;","road to guantanamo","2006","winterbottom michael","20070207"
"&nbsp;","hot fuzz","2007","wright edgar","20070504"
"&nbsp;","the best years of our lives","1946","wyler william","20101117"
"&nbsp;","high noon","1952","zinnemann fred","20091029"
"&nbsp;","blood diamond","2006","zwick edward","20070706"
"&nbsp;","legends of the fall","1995","zwick edward","20100714"
"&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;"
